account_id,client_id,account_type,balance,creation_date,currency
N578125,828,checking,18072.33,2016-08-30,CHF
K382432,829,checking,7081.45,2023-06-18,CHF
L205171,829,savings,37898.18,2016-12-13,CHF
C383353,829,checking,39394.83,2023-01-24,CHF
N454366,830,savings,27134.71,2013-05-20,CHF
W958966,831,brokerage,91748.7,2007-04-01,CHF
Y760992,832,checking,98694.34,1987-01-26,CHF
Y154570,832,checking,79769.75,2006-03-25,CHF
V526270,832,brokerage,23884.99,1984-02-24,CHF
S561122,833,checking,17943.3,2004-07-19,CHF
D782481,833,savings,59266.93,2017-06-05,CHF
P100709,834,savings,55746.92,2020-06-15,CHF
N640097,834,checking,71554.93,2019-06-16,CHF
M965255,835,checking,33858.92,1968-12-30,CHF
U649514,835,savings,61445.65,2006-02-06,CHF
O189607,836,checking,88562.28,2020-11-10,CHF
V437129,836,checking,93540.69,2008-02-03,CHF
L111667,836,brokerage,25525.02,2023-08-06,CHF
W815245,837,checking,4896.05,2004-10-12,CHF
Y501453,837,savings,89771.15,2001-06-17,CHF
V301413,837,savings,62459.45,2002-05-23,CHF
Y926244,838,brokerage,28516.28,2011-07-10,CHF
V694041,838,brokerage,15596.37,2010-04-04,CHF
F669543,839,savings,80721.81,2004-09-02,CHF
D661464,839,brokerage,47434.29,2022-02-08,CHF
C293819,839,brokerage,7887.66,2019-07-17,CHF
Z120839,840,savings,40636.5,2005-03-19,CHF
B103367,840,checking,31409.5,2020-06-19,CHF
L442421,841,brokerage,81437.99,2004-11-08,CHF
H279766,842,brokerage,92033.51,2013-12-24,CHF
I854094,842,checking,79818.21,2021-05-15,CHF
L428903,843,savings,62879.46,2021-07-08,CHF
Z533502,843,checking,13030.96,2018-12-20,CHF
N511073,844,checking,45307.62,2009-01-31,CHF
D288163,844,brokerage,65961.15,2006-01-04,CHF
Z592489,844,brokerage,91936.4,2001-01-04,CHF
T206875,845,brokerage,77451.88,2024-12-24,CHF
K391939,845,checking,58670.18,2024-10-13,CHF
Z401637,845,savings,85784.36,2021-10-13,CHF
B119778,846,brokerage,8053.99,2004-05-21,CHF
U153892,847,checking,18859.07,2017-03-09,CHF
C494444,847,brokerage,34795.12,2017-11-27,CHF
Z567468,847,checking,23259.99,2024-07-30,CHF
F427958,848,brokerage,44060.9,2024-11-24,CHF
W702076,848,brokerage,87809.15,2017-11-03,CHF
L375182,848,savings,81709.1,2019-09-13,CHF
C291053,849,brokerage,25629.34,2002-10-28,CHF
Q166638,850,savings,51824.3,2005-09-25,CHF
Y808633,850,savings,98580.47,1986-03-23,CHF
Y897821,850,checking,10391.47,1987-10-29,CHF
E563308,851,brokerage,84986.76,2018-11-24,CHF
U980763,851,savings,64079.24,2019-12-25,CHF
J360405,852,checking,17008.55,2006-01-02,CHF
Q240275,852,checking,21137.99,2005-09-12,CHF
B116045,852,brokerage,58781.53,1995-02-10,CHF
N119596,853,savings,27471.81,2023-09-17,CHF
L810742,854,checking,70189.04,2003-09-16,CHF
L934701,854,savings,20965.04,2002-12-17,CHF
F700047,854,checking,10307.57,2019-10-07,CHF
K783620,855,checking,67760.81,2021-10-06,CHF
T493023,855,checking,78723.85,2020-08-18,CHF
T413448,856,savings,83662.98,2014-06-20,CHF
O531421,856,brokerage,52255.42,2003-11-20,CHF
E978712,856,savings,75053.82,2022-08-08,CHF
E427782,857,checking,47684.54,1988-08-10,CHF
V941881,858,savings,91070.89,2023-11-03,CHF
D513422,858,brokerage,5511.04,2021-10-31,CHF
I738468,858,brokerage,79599.55,2024-09-07,CHF
S502041,859,savings,90686.64,1973-05-14,CHF
A326222,859,brokerage,24856.33,1983-05-13,CHF
A558684,860,checking,51615.81,1972-10-20,CHF
T694093,861,brokerage,8287.39,2002-06-24,CHF
G429814,861,brokerage,2087.76,1999-03-07,CHF
Y996770,861,checking,5645.84,2005-07-05,CHF
Q938618,862,checking,31008.72,2006-10-03,CHF
K852563,862,checking,64567.59,2005-12-15,CHF
L438757,862,savings,52346.78,2001-05-27,CHF
W314656,863,checking,31012.04,2022-01-25,CHF
M832506,863,brokerage,87275.94,2022-11-05,CHF
F951773,863,savings,61728.58,2017-06-15,CHF
B198077,864,brokerage,65275.52,2022-03-05,CHF
Q382928,864,checking,4711.24,2023-04-30,CHF
W480702,864,checking,14969.01,2019-12-31,CHF
H340054,865,checking,2198.85,2024-06-24,CHF
N967534,865,savings,2267.8,2021-09-02,CHF
X659320,866,checking,33969.09,2024-09-15,CHF
P498154,867,brokerage,60032.74,2008-06-29,CHF
P920971,867,checking,14472.92,2006-11-30,CHF
I469563,868,checking,52087.06,2022-02-18,CHF
G331756,868,checking,63535.67,2017-02-03,CHF
G195057,869,savings,20780.04,2023-03-05,CHF
T437544,869,savings,13291.54,1980-09-25,CHF
R323704,870,brokerage,23273.22,1995-11-22,CHF
F569748,871,checking,53154.83,2022-09-29,CHF
I448300,872,checking,51269.58,2017-01-02,CHF
Z534046,872,checking,61755.38,2018-05-28,CHF
W332663,872,savings,99816.13,2021-03-07,CHF
M887063,873,brokerage,28955.78,1973-05-04,CHF
H273922,874,checking,43870.09,2017-10-30,CHF
L278862,874,checking,57343.88,2017-04-28,CHF
K796012,875,savings,64289.39,2015-06-17,CHF
G655489,875,checking,51176.48,1974-02-20,CHF
P746695,876,brokerage,91016.56,2021-06-08,CHF
F804126,876,savings,23824.11,2015-06-22,CHF
W404093,876,brokerage,31764.77,2020-07-30,CHF
P244740,877,checking,51387.68,2024-03-10,CHF
K458157,877,savings,49526.26,2012-01-08,CHF
V172553,877,checking,70932.52,2008-11-21,CHF
C155929,878,savings,37719.98,2003-03-16,CHF
H166436,878,savings,89847.5,2013-08-06,CHF
J488148,879,checking,52458.11,2001-02-14,CHF
S351114,879,brokerage,54827.84,1968-01-02,CHF
L376665,880,brokerage,59928.57,2018-04-05,CHF
O973099,881,savings,66533.58,2017-09-24,CHF
L134692,882,checking,46029.13,2024-02-02,CHF
Z583597,882,savings,82334.02,2000-07-04,CHF
K472854,882,brokerage,99582.54,2013-01-11,CHF
I338090,883,brokerage,78569.54,2007-03-02,CHF
D446021,884,checking,75654.5,2019-10-17,CHF
Y925546,884,savings,4579.7,2023-02-20,CHF
D336578,885,savings,43504.19,2024-03-16,CHF
T524365,886,savings,31665.7,2014-11-29,CHF
W406952,886,checking,14975.04,2015-01-07,CHF
Y527325,886,checking,25407.87,2015-01-04,CHF
Z310965,887,savings,23417.54,2023-05-06,CHF
D407287,887,brokerage,37546.34,2024-11-21,CHF
U348485,888,savings,44798.69,2021-11-20,CHF
S943491,889,checking,55011.16,2023-04-25,CHF
P651982,889,savings,28747.4,2010-10-26,CHF
K220992,889,brokerage,87062.43,1999-10-29,CHF
Y111932,890,savings,50887.73,2013-06-12,CHF
G389307,890,brokerage,11419.98,2012-10-18,CHF
D324363,890,brokerage,92507.46,2021-07-11,CHF
H829447,891,brokerage,26594.92,2023-07-24,CHF
S847362,891,savings,80770.74,2018-09-01,CHF
N429099,892,savings,41297.4,2017-08-29,CHF
I708847,892,savings,27856.39,2020-03-13,CHF
W420328,893,brokerage,24001.63,1976-09-13,CHF
J627315,893,savings,18205.24,2002-05-14,CHF
L710339,894,brokerage,76551.32,1976-09-04,CHF
Q890407,895,savings,26126.23,2010-03-25,CHF
Q410884,896,checking,13095.89,1997-11-25,CHF
N410284,897,savings,95212.19,2024-08-13,CHF
O518563,897,brokerage,26346.01,2018-06-26,CHF
N415088,897,brokerage,96850.04,2016-10-05,CHF
S874399,898,checking,11195.43,1999-08-18,CHF
H951704,899,brokerage,91255.04,2002-11-16,CHF
P528222,900,savings,87584.11,2019-02-11,CHF
X677511,900,savings,64687.51,2004-05-07,CHF
I615565,900,brokerage,75922.16,2012-05-23,CHF
V122366,901,brokerage,72116.99,2000-06-20,CHF
V404571,902,brokerage,93482.11,2018-06-22,CHF
G421366,902,savings,4440.81,2023-09-17,CHF
X899938,903,brokerage,98511.83,2014-10-31,CHF
P799680,904,savings,36783.47,1997-04-02,CHF
W233816,905,checking,58270.42,1982-02-14,CHF
Z155738,905,checking,64271.93,1981-05-18,CHF
S422242,905,checking,87313.6,2013-09-07,CHF
Y472102,906,checking,65312.69,2021-11-04,CHF
E653324,906,checking,14056.89,2021-03-26,CHF
X263441,907,savings,46343.67,2008-05-31,CHF
O583232,908,savings,37689.52,2006-07-05,CHF
H286285,909,savings,55469.81,2002-01-07,CHF
Z810756,910,brokerage,4169.79,2018-02-02,CHF
Z401549,910,checking,56616.07,1999-06-08,CHF
O109696,910,brokerage,21060.52,2013-05-08,CHF
K774291,911,savings,89501.88,1998-10-22,CHF
B607701,912,brokerage,50273.1,2001-08-13,CHF
M548557,912,checking,97296.37,1974-12-03,CHF
P449506,912,savings,70800.09,2020-03-20,CHF
Z393099,913,checking,38011.7,2017-06-07,CHF
Y206344,913,savings,8039.98,2002-08-01,CHF
D884129,913,brokerage,41102.27,2010-11-24,CHF
M677906,914,brokerage,90036.43,2021-09-03,CHF
U100439,914,brokerage,75689.42,2017-09-01,CHF
O585938,915,checking,55229.02,1999-05-18,CHF
B303785,915,savings,22527.02,1993-12-16,CHF
Y827644,916,brokerage,58076.4,2013-11-08,CHF
E107641,917,brokerage,80375.6,2024-07-23,CHF
A342128,917,savings,48924.28,2023-03-10,CHF
E360583,918,brokerage,3035.02,1988-10-26,CHF
E150092,918,checking,98708.36,1975-10-26,CHF
C758728,919,savings,1073.91,2019-08-14,CHF
V325802,920,checking,16917.72,2022-07-12,CHF
D351678,920,checking,2371.4,2005-11-09,CHF
P763947,921,checking,85092.88,1998-05-25,CHF
Z207689,921,brokerage,87256.91,1992-10-15,CHF
O689954,921,brokerage,43707.02,1989-09-15,CHF
T745581,922,savings,71000.31,2006-06-23,CHF
X383618,923,brokerage,78241.71,2016-08-04,CHF
Y759094,923,checking,85413.6,2017-02-22,CHF
C362635,923,checking,73527.28,2023-02-19,CHF
X344942,924,checking,53412.71,2008-10-17,CHF
S962352,924,brokerage,72626.72,1995-11-23,CHF
R799418,925,brokerage,92134.12,2024-04-21,CHF
P471044,925,brokerage,3149.8,2014-07-14,CHF
U827436,925,brokerage,26944.19,2014-01-15,CHF
R830066,926,savings,15779.4,2024-11-06,CHF
N465862,927,brokerage,39386.45,2016-03-16,CHF
S466769,928,brokerage,33732.51,2002-08-30,CHF
S752232,928,savings,43492.08,2019-04-22,CHF
I498886,929,savings,21742.29,2001-06-16,CHF
N378277,929,checking,49307.37,2011-05-15,CHF
N431045,930,brokerage,77445.63,2002-03-21,CHF
U488897,931,savings,94791.3,2017-10-03,CHF
K320544,932,brokerage,21436.57,1991-09-08,CHF
W475229,932,brokerage,45684.88,1994-07-14,CHF
N962581,933,checking,60157.76,2020-11-13,CHF
Z509254,934,checking,21089.59,2017-12-04,CHF
P428602,934,savings,18253.86,2018-04-29,CHF
U952346,935,brokerage,57910.19,2020-05-02,CHF
K439946,936,savings,91153.69,1971-04-25,CHF
R352038,936,brokerage,68994.38,1990-11-30,CHF
X705133,936,checking,58488.98,1991-09-21,CHF
A950690,937,brokerage,36812.51,2019-10-23,CHF
K543227,937,savings,95659.89,2020-03-29,CHF
I627895,937,brokerage,63564.49,2024-04-22,CHF
S106491,938,checking,38412.45,2022-09-28,CHF
F907125,938,checking,34192.55,1988-03-02,CHF
C735087,939,savings,3159.09,2014-10-18,CHF
E560917,939,checking,85881.79,2016-03-10,CHF
H599043,940,savings,72460.54,2014-07-26,CHF
E680590,941,savings,23885.89,2024-05-10,CHF
X259004,941,brokerage,14055.37,2001-02-26,CHF
B276874,942,savings,49625.32,2011-01-12,CHF
V343930,942,brokerage,18188.9,2008-09-17,CHF
D628565,942,savings,91643.65,2010-12-26,CHF
K735428,943,brokerage,2626.74,2010-11-22,CHF
P701902,944,savings,97979.35,2019-08-14,CHF
P627877,944,savings,15119.88,2020-06-01,CHF
C991757,945,savings,14217.39,2004-10-22,CHF
C873999,945,checking,43118.77,1987-11-29,CHF
I380899,945,savings,36589.0,1990-06-28,CHF
A406646,946,brokerage,32684.84,2022-03-03,CHF
H985620,947,checking,51309.73,2024-11-26,CHF
L127714,948,brokerage,96382.35,1996-03-09,CHF
P867504,948,brokerage,75495.94,1999-05-18,CHF
J652327,949,brokerage,72292.82,1993-03-27,CHF
L889593,949,checking,78608.91,1973-02-10,CHF
E919480,950,brokerage,74999.37,2023-08-31,CHF
W840583,950,savings,14475.59,2024-01-07,CHF
E200880,950,brokerage,57799.9,2021-03-04,CHF
X893110,951,brokerage,55774.11,1982-09-25,CHF
X393552,951,brokerage,27878.02,2007-06-10,CHF
V284815,951,savings,25291.35,1993-08-01,CHF
K324039,952,checking,41486.74,2014-08-20,CHF
Q667722,953,checking,11314.45,2015-05-06,CHF
E365190,953,savings,94906.01,2023-03-02,CHF
U609311,953,savings,71024.94,2023-11-30,CHF
L512324,954,checking,2360.38,1993-11-27,CHF
Z511589,955,savings,9224.2,2010-01-28,CHF
B251673,955,savings,68916.56,1995-11-29,CHF
D633000,956,savings,95386.65,2015-01-24,CHF
J513228,956,brokerage,98459.36,1997-09-01,CHF
I995552,956,savings,46629.73,1994-09-04,CHF
Z965860,957,brokerage,16021.97,2023-10-31,CHF
J656372,957,brokerage,66526.63,2023-12-02,CHF
V635918,957,brokerage,99630.99,2023-07-19,CHF
A365518,958,brokerage,66813.81,2017-07-26,CHF
Q822727,959,checking,13970.24,2009-06-24,CHF
V726354,959,checking,85310.57,2006-12-11,CHF
D371301,959,savings,25757.03,2007-10-08,CHF
F619800,960,checking,34395.13,2023-05-18,CHF
M305108,961,savings,38404.83,1979-01-21,CHF
K395925,962,checking,69529.64,2020-10-05,CHF
U719866,963,brokerage,97017.64,2021-08-06,CHF
I388682,964,brokerage,8996.66,2024-02-10,CHF
J376563,964,brokerage,17999.69,2021-11-25,CHF
I747703,964,brokerage,78427.76,2017-05-30,CHF
A446701,965,savings,24973.54,2024-07-24,CHF
T995833,966,savings,70750.48,2018-11-08,CHF
O748154,967,savings,63277.49,2024-12-15,CHF
O902163,967,brokerage,53368.09,2024-07-02,CHF
K832050,967,checking,12871.88,2023-11-08,CHF
K476463,968,brokerage,43434.9,2024-07-22,CHF
P548791,969,brokerage,73533.4,2013-01-21,CHF
G619243,969,brokerage,47122.41,2021-03-18,CHF
B306951,970,checking,61751.61,2020-06-29,CHF
Q109280,971,brokerage,36604.96,2018-12-11,CHF
D457608,971,brokerage,62824.91,1974-06-01,CHF
K711805,971,savings,97539.71,1987-01-01,CHF
R839447,972,savings,55973.44,2008-07-20,CHF
Z447541,972,checking,95811.62,2024-02-17,CHF
S716776,973,brokerage,47837.86,2003-01-06,CHF
I875861,974,savings,17781.6,2024-06-12,CHF
X548515,974,checking,55538.75,2015-01-20,CHF
L416069,975,savings,83244.34,2019-04-13,CHF
T373714,976,brokerage,79592.1,2024-03-21,CHF
I173553,976,checking,86432.16,2017-10-20,CHF
B876267,976,brokerage,91663.41,2017-12-03,CHF
H358615,977,savings,88173.35,2017-05-17,CHF
K428029,977,savings,62987.02,2019-05-03,CHF
H971373,978,brokerage,73117.54,1986-12-29,CHF
H161533,978,brokerage,70603.13,2024-11-23,CHF
V565212,978,checking,21395.31,1996-05-20,CHF
D684916,979,checking,31191.01,2023-07-03,CHF
X249618,979,brokerage,36874.4,2021-03-22,CHF
B825612,980,checking,21675.19,2019-12-09,CHF
C852399,980,brokerage,59946.26,2021-05-28,CHF
B227633,980,savings,53486.68,2021-04-18,CHF
Y257769,981,checking,66399.85,2004-07-31,CHF
F945843,981,brokerage,4130.25,2010-12-05,CHF
H978549,982,checking,85324.45,1994-09-12,CHF
C845235,983,savings,96690.72,1998-07-14,CHF
P192835,984,checking,88516.51,1980-07-15,CHF
C453946,984,savings,69868.6,1977-01-07,CHF
N533085,984,savings,67912.58,2011-07-23,CHF
R113502,985,brokerage,13228.5,1988-03-27,CHF
Z374267,985,brokerage,65623.42,1969-12-19,CHF
V482137,985,checking,3492.03,1971-02-12,CHF
N876204,986,checking,54074.14,2004-05-18,CHF
S511325,986,savings,44493.5,2003-04-14,CHF
P845236,986,brokerage,92606.51,2016-05-06,CHF
W166903,987,checking,20994.83,2017-03-21,CHF
L446037,988,brokerage,59242.18,2007-03-27,CHF
S308787,989,brokerage,52579.74,2020-10-10,CHF
G265829,990,brokerage,64155.04,1990-06-28,CHF
T992844,990,brokerage,72516.31,2001-03-07,CHF
S547786,991,brokerage,22141.79,2023-02-27,CHF
U195980,991,checking,40176.59,2020-11-25,CHF
S497383,991,checking,79379.51,2021-09-29,CHF
J622322,992,checking,69958.49,1984-01-29,CHF
V461467,993,checking,3094.34,2022-02-06,CHF
H665498,994,savings,46568.48,2019-11-20,CHF
P694928,995,brokerage,89126.54,2022-01-25,CHF
B484053,995,brokerage,75697.23,2014-04-13,CHF
X441993,996,checking,3110.98,2024-11-24,CHF
W889682,997,checking,5206.47,1990-06-11,CHF
J287624,997,checking,42872.58,2021-09-03,CHF
Y673792,998,brokerage,57298.17,2013-09-11,CHF
E156439,998,savings,47648.32,1965-07-25,CHF
U443957,998,brokerage,30095.85,2000-08-05,CHF
Z505279,999,brokerage,46336.13,1995-12-19,CHF
W362617,1000,brokerage,3433.96,2018-07-09,CHF
Q712565,1000,savings,25513.78,2013-06-19,CHF
C331338,1001,brokerage,69391.96,1987-08-02,CHF
V130976,1001,savings,49464.66,1993-05-12,CHF
D474072,1001,savings,77594.28,2023-08-14,CHF
N912338,1002,checking,78028.35,2023-08-15,CHF
A254319,1002,checking,78484.53,2022-02-12,CHF
W138483,1003,checking,88263.41,2012-08-15,CHF
Q713103,1004,brokerage,85495.17,1987-01-15,CHF
I304587,1004,brokerage,53328.09,2002-04-28,CHF
A951200,1004,savings,71444.72,2019-05-15,CHF
H196161,1005,savings,38654.72,2021-11-25,CHF
I205441,1006,brokerage,6854.53,2021-03-22,CHF
F248287,1006,savings,58549.54,2004-01-10,CHF
K306136,1007,brokerage,65443.95,2023-03-06,CHF
Y770322,1008,brokerage,74295.38,2021-03-21,CHF
I125159,1008,checking,41276.53,2017-07-23,CHF
U910615,1009,brokerage,46032.8,2015-01-12,CHF
K480157,1009,savings,35855.59,1996-03-27,CHF
M815979,1010,checking,63104.71,2024-01-21,CHF
O927875,1010,checking,71030.4,2013-07-15,CHF
Q971725,1011,checking,57989.32,2007-02-28,CHF
K272938,1012,brokerage,84041.34,2012-07-10,CHF
W125607,1013,brokerage,84621.18,2024-10-05,CHF
R938451,1013,checking,25299.99,2016-06-15,CHF
K502272,1014,checking,58601.02,2016-06-19,CHF
I579099,1014,brokerage,27569.0,2024-12-26,CHF
W600244,1014,savings,26227.84,2019-10-01,CHF
D207060,1015,savings,53135.44,2014-08-31,CHF
K732083,1015,checking,95211.76,2024-04-11,CHF
D108524,1016,checking,63251.04,2011-06-08,CHF
A487279,1016,brokerage,60913.33,2018-11-08,CHF
G286320,1016,checking,63028.54,2020-11-05,CHF
C192118,1017,savings,44046.26,2006-03-03,CHF
V364947,1017,brokerage,77201.48,1985-11-28,CHF
G271708,1017,savings,70396.19,2003-10-05,CHF
J836401,1018,savings,47746.96,2011-02-02,CHF
P323349,1018,brokerage,89689.44,2019-05-15,CHF
S848835,1018,brokerage,37939.09,2018-04-03,CHF
V709898,1019,checking,47630.95,1967-07-19,CHF
M230991,1020,checking,96404.31,1985-01-20,CHF
T512353,1020,savings,53083.62,1983-03-07,CHF
P898359,1020,savings,97998.18,1999-04-27,CHF
P440400,1021,brokerage,47426.2,2019-03-06,CHF
M241492,1022,savings,55447.23,2024-08-20,CHF
G604939,1023,savings,84995.45,2012-10-10,CHF
I330687,1024,brokerage,12429.81,2006-04-24,CHF
Z305549,1024,brokerage,31139.23,2007-05-09,CHF
M680263,1024,savings,84892.41,2024-10-24,CHF
O478077,1025,brokerage,29397.5,2023-10-17,CHF
A893014,1025,brokerage,41309.37,2023-12-08,CHF
O154331,1026,checking,34411.88,2020-07-01,CHF
A847268,1026,brokerage,6524.88,2021-12-21,CHF
C431690,1027,checking,94264.37,2001-04-07,CHF
I551128,1027,savings,17632.43,2001-09-11,CHF
S762496,1027,savings,36415.35,2004-05-18,CHF
X241974,1028,checking,15250.34,2024-04-14,CHF
P238172,1028,savings,99525.7,2000-05-01,CHF
V986867,1028,checking,80952.49,2015-05-31,CHF
H356150,1029,brokerage,45266.86,2017-05-24,CHF
D723882,1029,checking,41183.36,2024-03-12,CHF
I640543,1030,brokerage,39880.02,2004-01-06,CHF
L870824,1030,checking,96085.42,2021-12-12,CHF
J996676,1031,checking,29458.65,2022-06-30,CHF
I695070,1031,brokerage,34183.19,2016-05-01,CHF
H425284,1032,brokerage,37076.3,2022-11-12,CHF
J783505,1033,savings,12137.98,1981-07-23,CHF
I609942,1034,savings,15142.37,2023-05-28,CHF
F245171,1035,brokerage,23225.84,2020-11-10,CHF
Y658685,1035,checking,85946.45,2015-04-29,CHF
E677040,1036,brokerage,94896.85,2023-03-01,CHF
K430414,1036,savings,66897.52,2021-04-15,CHF
Q956772,1036,savings,7955.43,2022-09-23,CHF
M177855,1037,checking,53853.38,2020-07-17,CHF
F579061,1037,savings,30949.87,2022-03-17,CHF
A752014,1037,checking,82649.35,2024-10-30,CHF
X556834,1038,checking,90564.07,2013-03-11,CHF
C418440,1039,checking,38077.71,2007-04-11,CHF
L652289,1039,checking,8169.73,2016-10-06,CHF
J935880,1039,brokerage,66734.24,2004-04-23,CHF
R627119,1040,savings,27915.39,2024-07-19,CHF
B568677,1041,checking,83429.12,2020-02-11,CHF
P906421,1041,brokerage,17860.92,2017-10-21,CHF
X608677,1042,brokerage,91617.53,2010-09-12,CHF
R718911,1042,checking,98425.85,2007-06-29,CHF
T461372,1042,brokerage,13204.35,2011-03-10,CHF
I239176,1043,checking,52737.65,2020-03-26,CHF
X367320,1043,savings,9834.68,2022-03-28,CHF
P639468,1044,brokerage,99552.22,2020-02-14,CHF
I358899,1044,brokerage,65665.06,2003-08-17,CHF
H414680,1045,checking,61742.49,2023-11-03,CHF
H582119,1045,savings,40373.4,2022-08-19,CHF
L551962,1045,checking,71524.37,2023-01-27,CHF
B393358,1046,savings,63381.12,2019-11-07,CHF
D655577,1047,brokerage,54406.33,2024-11-12,CHF
Z501005,1047,checking,89024.66,2023-11-21,CHF
F770930,1047,brokerage,32886.01,2022-06-02,CHF
R268419,1048,checking,88587.47,2021-03-02,CHF
Y978752,1048,checking,22545.3,2003-05-19,CHF
E147395,1049,brokerage,42629.48,2009-11-07,CHF
B802004,1049,checking,19427.42,2018-04-19,CHF
Z788034,1049,savings,58012.08,2020-12-15,CHF
S628044,1050,checking,46370.15,2020-02-16,CHF
Y616779,1051,checking,35143.29,1984-02-23,CHF
W303449,1051,checking,23758.48,2010-02-08,CHF
L561230,1052,checking,20274.78,2024-12-19,CHF
O621483,1052,checking,67463.96,2024-09-29,CHF
K131151,1052,checking,98313.38,2024-11-21,CHF
Z867029,1053,brokerage,66383.13,2021-03-20,CHF
R511392,1053,checking,19751.85,2023-06-14,CHF
V519815,1054,checking,35728.08,2024-12-18,CHF
X283199,1054,savings,95223.48,2023-03-29,CHF
X595666,1054,brokerage,32109.26,2024-02-01,CHF
S462102,1055,checking,61566.75,2013-04-19,CHF
J615036,1055,brokerage,52506.6,2018-05-07,CHF
O502595,1055,brokerage,70807.71,2008-07-08,CHF
D721623,1056,brokerage,79004.12,1978-11-02,CHF
L338051,1056,checking,58507.76,1972-09-12,CHF
I901207,1056,checking,97625.9,2006-03-14,CHF
C779325,1057,brokerage,5623.09,2007-05-15,CHF
P244089,1058,checking,47125.28,2010-02-23,CHF
K798466,1059,checking,15461.65,1992-11-14,CHF
D349229,1059,savings,82254.59,1990-01-01,CHF
I631103,1060,checking,46495.34,1995-09-23,CHF
X473964,1060,checking,45842.43,2013-01-13,CHF
F335298,1060,brokerage,89675.54,2001-02-04,CHF
B746038,1061,brokerage,44622.63,2005-06-07,CHF
C988853,1062,checking,83957.22,1979-06-06,CHF
M143270,1062,brokerage,27480.87,1990-02-26,CHF
V454379,1062,savings,12699.27,2006-03-21,CHF
W777067,1063,checking,98470.33,2007-12-08,CHF
P373955,1064,savings,83441.65,1979-12-17,CHF
B154842,1064,checking,90357.94,2020-08-16,CHF
N131235,1065,savings,65937.68,2021-02-23,CHF
T925624,1065,checking,99562.92,2023-07-21,CHF
Y277091,1066,brokerage,8222.76,1996-04-20,CHF
U429959,1066,brokerage,21551.14,1999-01-08,CHF
J309777,1066,brokerage,10958.24,2009-09-01,CHF
G457891,1067,checking,32247.05,2020-03-14,CHF
Q856985,1067,brokerage,81386.66,2021-02-03,CHF
B850667,1067,checking,45688.22,2023-07-18,CHF
A348625,1068,checking,85375.13,2005-08-21,CHF
I545869,1069,savings,99539.15,2005-05-23,CHF
W165240,1070,brokerage,50006.91,2005-04-07,CHF
D105147,1070,checking,67773.73,2006-05-30,CHF
Q954778,1071,checking,44290.49,1979-10-04,CHF
E798502,1071,savings,82835.65,1988-01-20,CHF
R974570,1071,savings,33624.58,1997-05-26,CHF
Z546764,1072,savings,27665.6,2017-03-26,CHF
C389043,1072,brokerage,48811.68,2011-06-19,CHF
N622416,1072,brokerage,64587.49,2000-06-17,CHF
V655356,1073,brokerage,74234.11,2013-09-13,CHF
C351900,1073,checking,68466.34,2004-10-07,CHF
Z427101,1073,brokerage,26861.29,2008-01-04,CHF
M330959,1074,checking,7243.78,2017-04-30,CHF
Z606801,1075,savings,39100.8,2001-02-12,CHF
C106801,1075,savings,18938.71,1979-09-03,CHF
N931299,1076,checking,11956.97,2024-02-19,CHF
O902375,1076,savings,72598.13,2018-10-14,CHF
Y819623,1076,brokerage,65219.16,2018-02-09,CHF
O737473,1077,brokerage,11570.87,2006-07-02,CHF
U223246,1077,savings,51960.02,2007-08-04,CHF
Y723902,1077,brokerage,19962.43,2023-02-04,CHF
T770310,1078,savings,33609.98,2020-01-17,CHF
A575409,1079,brokerage,25532.62,2003-08-17,CHF
U626219,1079,brokerage,51887.49,1998-08-24,CHF
F488309,1079,checking,77185.66,1995-01-10,CHF
U634350,1080,savings,83948.69,2012-09-07,CHF
O837487,1080,checking,3055.35,1988-05-08,CHF
W441990,1080,checking,48660.84,1980-09-27,CHF
A463207,1081,savings,61310.33,2019-01-22,CHF
Q842634,1082,checking,36912.06,2020-12-20,CHF
D661698,1083,savings,99547.7,2022-11-01,CHF
K388947,1084,savings,91336.51,2018-10-07,CHF
X512640,1084,brokerage,80377.45,2019-04-02,CHF
C422885,1085,savings,61171.93,1997-02-28,CHF
Q334926,1086,checking,77072.57,2019-11-11,CHF
E292674,1087,checking,32069.1,2015-09-20,CHF
N627107,1087,savings,87712.04,2006-09-23,CHF
O224804,1087,checking,63402.41,1992-12-15,CHF
F302601,1088,savings,39997.7,2020-10-21,CHF
G276385,1088,checking,53919.03,2008-08-20,CHF
Y242906,1089,brokerage,80258.39,2015-03-09,CHF
R701980,1090,brokerage,49769.38,2010-11-10,CHF
T968277,1091,brokerage,67212.91,1991-10-28,CHF
C628625,1091,checking,45672.89,2017-02-23,CHF
U747057,1091,brokerage,54508.23,1987-06-20,CHF
T839705,1092,savings,28128.99,1974-02-10,CHF
S416820,1092,savings,55362.61,1997-09-21,CHF
K997746,1092,savings,25739.26,2000-09-19,CHF
L846800,1093,checking,55306.32,2024-08-05,CHF
W738453,1094,savings,62012.4,2013-09-25,CHF
S892538,1094,savings,58571.31,2007-06-17,CHF
U746032,1095,brokerage,10765.97,2021-03-26,CHF
C723536,1095,checking,52351.51,2024-05-27,CHF
U354475,1095,checking,33649.96,2021-02-02,CHF
F991934,1096,savings,61290.77,1992-11-08,CHF
J221275,1097,checking,46001.45,2017-04-06,CHF
H404595,1098,brokerage,6829.53,2020-11-19,CHF
H179355,1098,savings,7055.25,2015-11-25,CHF
